tick;name;2024;2023;2022;2021;2020;2019;2018;2017;2016
IR.N;Ingersoll Rand Inc;6.046170749;7.570417669;10.14664754;16.7971777;16.82801695;18.44531447;;;
NGVT.N;Ingevity Corp;154.3727147;154.3727147;181.7642831;179.5732259;195.8914069;234.2219478;259.1248457;266.4615215;209.4427829
IMKTA.OQ;Ingles Markets Inc;16.27384697;16.64469646;17.18239128;17.3561835;15.24181164;15.41106328;16.01599844;16.03292128;
INGR.N;Ingredion Inc;276.7266549;328.9624311;441.2550526;413.1624586;388.0767128;461.7938666;433.2338336;374.838393;
INBX.OQ;Inhibrx Biosciences Inc;4.709889083;;;;;;;;
INMD.OQ;Inmode Ltd;;;;;;;;;
INOD.OQ;Innodata Inc;3.110131243;3.613602103;4.618368282;6.25125178;;;;;
IOSP.OQ;Innospec Inc;22.91592402;22.91592402;28.83780504;43.35596346;33.67475055;171.067018;174.7294914;173.579996;181.0789493
IIPR.N;Innovative Industrial Properties Inc;6.944672117;7.893116241;8.156014645;8.156014645;9.077912072;9.076108227;;;
INVX.N;Innovex International Inc;11.27308496;11.53137531;8.30746384;51.30597015;51.49375511;47.06752311;44.30197843;40.32678116;
INVA.OQ;Innoviva Inc;17.02441279;18.66134693;18.90457006;18.64322798;16.95938326;17.83474336;17.79154684;;
INGN.OQ;Inogen Inc;9.475979907;9.601881822;9.327121117;10.05167842;11.20660218;12.93462127;14.35823341;13.85278862;
INO.OQ;Inovio Pharmaceuticals Inc;6.122642;6.57224583;14.67941762;17.39477776;19.19073289;19.90229357;20.02095223;;
INZY.OQ;Inozyme Pharma Inc;;;;;;;;;
NSIT.OQ;Insight Enterprises Inc;0.036206555;0.036206598;0.036206582;0.038700316;0.053189308;0.064739132;1.149168911;1.564906917;
INSM.OQ;Insmed Inc;15.70717986;17.02441279;18.66134693;18.90457006;18.64322798;19.19073478;;;
NSP.N;Insperity Inc;6.481300849;6.719613634;7.19034789;7.513327118;7.611392768;7.747907928;7.934147072;8.084891363;8.165901675
INSP.N;Inspire Medical Systems Inc;9.268089764;9.475979907;9.601881822;9.327121117;10.05167842;11.20660218;10.39896177;;
INSE.OQ;Inspired Entertainment Inc;8.77534496;7.31240085;5.640662279;7.421925127;5.625476948;6.11227665;;;
IBP.N;Installed Building Products Inc;46.32300063;59.43159018;72.65716204;53.16917423;33.55920976;35.93226186;37.29854385;;
IIIN.N;Insteel Industries Inc;82.85879098;85.90549149;91.92346393;96.89477347;113.9275122;99.05147091;101.4324054;103.3595635;
INST.N^K24;Instructure Holdings Inc;2.116386838;2.16176002;2.489558888;;;;;;
PODD.OQ;Insulet Corp;1.114686279;1.260465963;1.889650597;9.397759499;9.40466266;8.947572719;10.01388544;16.74875087;
INTA.OQ;Intapp Inc;1.029807969;1.042843721;1.293037035;;;;;;
ITGR.N;Integer Holdings Corp;6.971178446;8.190991791;9.574182661;10.469335;11.22318885;11.83482967;17.06246219;18.94167205;
IART.OQ;Integra Lifesciences Holdings Corp;8.4838252;9.012933969;11.45415875;11.29249751;12.76857081;15.59883464;16.78315856;18.00362921;
IAS.OQ;Integral Ad Science Holding Corp;1.042843721;0.84452543;;;;;;;
INTC.OQ;Intel Corp;18.88698576;15.10174124;13.86723516;13.1008129;20.57926829;23.74085818;16.43457322;19.01499413;
NTLA.OQ;Intellia Therapeutics Inc;6.122661092;6.572253236;14.67941762;17.39477776;19.19073478;19.90230017;20.02097431;;
IBKR.OQ;Interactive Brokers Group Inc;0.051960832;18.17110328;19.98969087;0.767326144;0.624872297;0.802850151;0.76361304;0.817422568;
ICE.N;Intercontinental Exchange Inc;0.545106955;0.547426318;0.69938918;0.378093159;0.684886284;11.34330512;11.59807594;11.8108942;0.877612179
IDCC.OQ;InterDigital Inc;1.497856705;1.928720261;2.007401744;2.810331445;3.812759615;5.699518667;6.078447315;5.837935439;5.488739667
TILE.OQ;Interface Inc;3.827662722;4.934188604;4.879176259;5.049779268;6.292971167;6.673738488;13.4764016;13.47644196;
IBOC.OQ;International Bancshares Corp;9.160187888;7.299868555;6.149951228;1.274241801;1.470125196;1.574817863;1.439068632;1.495333945;1.492968267
IBM.N;International Business Machines Corp;1.305137948;1.603400174;1.647474583;2.039765048;1.565918257;1.578248398;1.672480887;4.331314762;
IFF.N;International Flavors & Fragrances Inc;66.57379421;76.27788264;31.91942786;29.37734092;37.92294683;42.48512454;35.65388997;39.35711595;
IGT.N;International Game Technology PLC;7.150295858;7.150295858;7.739300562;9.075717969;7.927065049;9.172362236;5.625476948;5.281829513;5.838915125
IMXI.OQ;International Money Express Inc;0.735329248;0.820870651;0.950486904;0.917801744;0.542430709;;;;
IP.N;International Paper Co;295.8933415;346.9797036;494.9148876;406.4471309;377.9108813;451.0834291;484.7396768;430.471584;
INSW.N;International Seaways Inc;780.8228539;838.2324564;878.5290351;921.3668229;766.4231214;692.7332885;633.7782026;;
IPAR.OQ;Interparfums Inc;0.256958535;0.256960219;0.25695951;13.88883978;15.7309635;18.09313594;17.63715799;18.92633177;
IPG.N;Interpublic Group of Companies Inc;1.135452699;0.913023524;0.750748262;0.715729897;0.786049576;0.529013219;0.249298823;0.327930862;
ITCI.OQ;Intra-Cellular Therapies Inc;6.122661092;6.572254569;14.67941697;17.39563874;;19.9020573;20.02109539;;
IPI.N;Intrepid Potash Inc;444.4826801;473.0583971;494.0155979;468.9383455;406.6923564;451.5333557;369.101466;349.1559014;289.4140898
INTU.OQ;Intuit Inc;0.367751061;0.367751061;0.135383577;0.230498763;0.281839623;0.339419087;0.611239415;0.718363869;0.980916031
ISRG.OQ;Intuitive Surgical Inc;1.132236187;1.132236187;1.297525437;9.485926423;10.05167842;11.20660218;12.89628975;14.34709272;13.85278862
IVT.N;Inventrust Properties Corp;;;;;;;;;
IVZ.N;Invesco Ltd;0.117872671;0.099789687;0.352609997;0.356360545;0.131160498;0.096699804;2.336692953;2.191461686;
IVR.N;Invesco Mortgage Capital Inc;;3.598288721;;3.05812187;3.275161013;9.313316953;10.37241297;9.916574483;
ITIC.OQ;Investors Title Co;0.437307674;0.437925703;0.465472974;0.768952225;0.828138857;0.541323402;;;
INVH.N;Invitation Homes Inc;2.3046128;10.90962953;9.01299428;8.668817577;9.143647405;9.367828596;;;
IONS.OQ;Ionis Pharmaceuticals Inc;3.166118827;3.166118827;9.519315274;10.40499431;11.73469388;11.69522533;13.39240934;32.64461584;
IONQ.N;IONQ Inc;9.45043688;8.029405467;;;;;;;
IOVA.OQ;Iovance Biotherapeutics Inc;;;;;;;;;
IPGP.OQ;IPG Photonics Corp;9.877946672;9.877933615;7.457251208;11.24654792;11.85320646;8.288386532;9.535882529;17.49101729;17.66627663
IQV.N;IQVIA Holdings Inc;0.68723109;0.68723109;0.546850223;0.369222643;0.331078644;3.586438725;6.141512473;6.174738273;6.118179897
IRMD.OQ;IRadimed Corp;7.684655739;8.739726979;9.485927021;10.05167868;11.20660328;12.93462239;;;
IRTC.O;iRhythm Technologies Inc;0.220597645;10.85930791;11.3111686;10.87118747;13.0611181;13.28997483;13.62771101;;
IRDM.OQ;Iridium Communications Inc;0.309278065;0.369406021;0.383930454;0.412173206;5.667121601;4.750498717;5.529432801;;
IRBT.OQ;iRobot Corp;0.558760052;0.558757564;14.2761306;23.57414694;28.1826757;13.46644641;12.07158698;12.11945806;
IRM.N;Iron Mountain Inc;31.75891452;31.75894521;26.91062956;30.21698611;33.5850273;35.46462648;44.73343423;43.58228082;43.30713635
IRWD.OQ;Ironwood Pharmaceuticals Inc;6.331134896;7.076921552;9.519315274;10.40499431;11.73469388;11.8452669;14.40300267;32.64461584;
ITOS.O;Iteos Therapeutics Inc;6.122661092;6.572253236;;;;;;;
ITRI.OQ;Itron Inc;2.787985786;2.787988149;3.210585546;2.546299492;2.420128913;1.451864534;1.80393688;2.034039577;2.909691521
ITT.N;ITT Inc;11.6775446;13.0965642;13.53821939;12.60926082;6.299588357;6.24995165;6.172362185;23.16175318;
IE.A;Ivanhoe Electric Inc;105.2527728;158.7897647;;;;;;;
JJSF.OQ;J & J Snack Foods Corp;57.79093521;55.82489612;59.11552997;52.02875894;49.78480136;51.92613717;48.52940853;46.38523013;45.1457149
JBHT.OQ;J B Hunt Transport Services Inc;131.1113136;140.6232588;196.2083409;205.290784;206.849456;227.3990593;271.7830012;271.7830012;
SJM.N;J M Smucker Co;24.71514833;25.09103178;26.83591847;26.31232457;25.54430414;25.42266953;15.5498515;21.37737805;
JBL.N;Jabil Inc;1.590455882;1.588326662;1.839337545;1.74379213;1.5330476;2.097765437;2.064667165;2.028759632;2.072439455
JKHY.OQ;Jack Henry & Associates Inc;2.692829338;2.69283229;2.028136251;3.052442832;3.397855723;10.3660551;14.29361877;12.5782427;12.78997606
JACK.OQ;Jack in the Box Inc;22.60152489;25.71738235;26.29593678;21.28198119;15.58242505;20.66675407;28.77811098;18.80468513;17.94944714
JXN.N;Jackson Financial Inc;0.559166582;0.364528215;;;;;;;
J.N;Jacobs Solutions Inc;0.98868845;1.18849609;1.3006584;1.51869999;3.529092732;0.858856207;0.574168401;0.692906916;
JAKK.OQ;JAKKS Pacific Inc;1.805855021;;;;;;;;
JRVR.OQ;James River Group Holdings Ltd;0.536663121;0.757216397;0.612326579;0.647635174;0.768952225;0.828138857;0.648932359;0.616724745;
JAMF.OQ;Jamf Holding Corp;1.042843721;1.293037035;1.780432808;;;;;;
JHG.N;Janus Henderson Group PLC;0.073440226;0.065031839;0.019154319;0.027451492;0.025907681;0.017754943;0.011519747;0.011361889;0.011725638
JBI.N;Janus International Group Inc;14.64868333;15.88646859;;;;;;;
JANX.O;Janux Therapeutics Inc;6.122661092;6.572253236;;;;;;;
JAZZ.OQ;Jazz Pharmaceuticals PLC;17.31218109;17.97420093;20.11981819;18.69868573;16.5064519;18.77265922;17.00365169;17.89581049;
JBGS.N;JBG SMITH Properties;21.69111821;17.80213821;15.73857311;21.00128132;21.8680435;25.69367584;19.12358757;;
JEF.N;Jefferies Financial Group Inc;0.588457848;0.588458248;0.275465758;0.170502003;0.605727013;0.693606125;2.208582916;1.974909079;0.760186332
JELD.N;JELD-WEN Holding Inc;18.15124445;30.58267541;25.65371744;30.30800844;33.53723301;23.46286431;19.12632284;;
JBLU.OQ;JetBlue Airways Corp;905.3398122;1135.320027;1374.209672;1078.670126;1093.097937;1113.731888;1136.816373;1076.014651;
JOBY.N;Joby Aviation Inc;;;;;;;;;
JBSS.OQ;John B Sanfilippo & Son Inc;39.9532153;42.55480099;37.48628968;37.54055624;40.25110614;41.73165832;41.94286467;;
JBT.N;John Bean Technologies Corp;4.034164358;5.494560775;4.702135631;4.385924297;2.200750373;12.82248634;16.95665611;18.15685475;13.30387598
JMSB.O;John Marshall Bancorp Inc;2.609792097;1.33497809;;;;;;;
WLY.N;John Wiley & Sons Inc;0.89826229;0.797722439;0.855833119;0.991000189;2.225896271;2.895728789;3.585503948;4.834222996;4.126211323
JNJ.N;Johnson & Johnson;4.808376047;3.920810451;4.406713165;5.058482312;5.455363381;6.017998692;6.299902629;6.417044838;
JCI.N;Johnson Controls International PLC;16.21021859;19.0692792;24.61612224;26.80152704;26.99794872;29.89975914;39.64342276;22.24005251;
JOUT.OQ;Johnson Outdoors Inc;5.533457699;5.34926188;4.375229614;4.153920444;3.840759658;3.631955757;7.228088287;9.088428175;
JLL.N;Jones Lang LaSalle Inc;1.276093969;1.487168896;1.457694139;1.748242804;1.944553388;1.332438491;1.451751955;2.813430375;
JPM.N;JPMorgan Chase & Co;0.860053672;0.68808423;0.697999984;0.579986828;0.705625648;0.763915318;0.776813465;0.823825451;0.882214596
JNPR.N;Juniper Networks Inc;1.270089791;1.447607383;1.265438348;1.016106537;0.830338892;0.822127626;0.895573235;0.885586068;
KAI.N;Kadant Inc;30.57456349;37.76353043;45.62948405;39.29218158;14.42057869;20.38383212;22.63621908;;
KALU.OQ;Kaiser Aluminum Corp;117.8564135;117.8564135;152.5553013;310.3948154;255.5973846;153.6938016;164.7670841;169.5145047;161.6394856
KALV.OQ;Kalvista Pharmaceuticals Inc;;;;14.67941762;17.39477776;;;;
KBH.N;KB Home;0.255077653;0.322100008;7.91392188;9.66259021;11.67652206;15.32601917;19.40453119;24.22150388;
KBR.N;KBR Inc;0.875656084;1.129583839;0.766802625;0.098514146;0.193239031;0.177132146;0.144623234;;
KRNY.OQ;Kearny Financial Corp;1.487364199;1.915865704;2.479297829;2.602085093;2.666974051;3.428180254;3.226517243;;
K.N;Kellanova;32.46509958;35.53381285;33.77211329;34.31175431;35.6581531;42.0316633;42.16266872;40.94521257;
KELYA.OQ;Kelly Services Inc;0.29403472;0.316312606;0.386574421;0.488345751;0.525190811;0.542430709;8.084891363;;
KMPR.N;Kemper Corp;0.635293235;0.673720866;0.713884881;0.731886848;0.668731348;0.716726608;0.697340795;0.706095039;
KMT.N;Kennametal Inc;13.47332762;14.4102243;14.66243809;18.03421728;13.05134568;11.40273488;9.410245298;9.589034617;9.685116389
KW.N;Kennedy-Wilson Holdings Inc;13.27555556;15.03108466;9.68722467;27.82341583;11.01874596;11.50037416;4.290266512;5.041358986;
KVUE.N;Kenvue Inc;10.59533737;;;;;;;;
KROS.OQ;Keros Therapeutics Inc;;6.572253236;;;;;;;
KDP.OQ;Keurig Dr Pepper Inc;21.21277655;23.21651029;24.94017903;24.1647482;36.76106423;35.1813154;37.57391304;38.70120981;
KEY.N;KeyCorp;1.576811594;1.478320716;1.616183069;2.089638819;2.261111457;2.185611511;2.749298597;2.752601703;
KEYS.N;Keysight Technologies Inc;2.95772328;2.288376384;2.98664238;3.377872542;3.498024634;10.61919804;2.355848228;2.73570939;2.416001401
KFRC.N;Kforce Inc;0.224588225;0.290520873;0.386574421;0.488344664;2.179741894;2.042140409;4.016479724;;
KRC.N;Kilroy Realty Corp;4.163106718;4.228844383;3.884654046;3.339280964;3.680202136;4.208495138;5.730172837;6.316801853;20.95737818
KE.OQ;Kimball Electronics Inc;0.885445242;0.885442447;0.852950511;0.935138062;1.030499795;1.234398043;2.090418664;;
KMB.N;Kimberly-Clark Corp;79.8549494;79.23599766;94.04388715;105.4988735;113.5994807;114.0106279;112.5126681;107.413932;
KIM.N;Kimco Realty Corp;2.179908375;2.110344508;2.605910933;1.924580274;1.627660749;1.839208353;2.245830814;2.06186923;2.171560952
KMI.N;Kinder Morgan Inc;776.0416667;921.1318483;1307.692308;1211.295329;996.8891403;2.585907202;3.235240406;3.20436155;
KNTK.N;Kinetik Holdings Inc;1496.636059;1496.633676;2133.809328;657.3007053;;;;;
KNSA.OQ;Kiniksa Pharmaceuticals International PLC;;;;;;;;;
KNSL.N;Kinsale Capital Group Inc;0.615496448;0.56778041;0.576396073;0.662333041;0.738791747;1.120737006;0.984366164;1.128622716;
KEX.N;Kirby Corp;579.7288805;705.2246446;366.1679426;309.6462796;298.7847982;365.6487929;484.8447198;420.9021527;
KRG.N;Kite Realty Group Trust;3.313620018;6.094518434;4.173446968;4.667844978;7.818287885;8.662249424;8.814081303;8.540608085;
KKR.N;KKR & Co Inc;0.09515316;0.117960632;0.05300769;0.118336377;1.540048647;1.552411493;1.401993942;;
KREF.N;KKR Real Estate Finance Trust Inc;21.50479001;22.74947627;24.25307537;24.07113595;8.083325991;8.061652551;2.092136908;;
KLAC.OQ;KLA Corp;0.864535795;0.679026353;0.653241995;0.61085547;0.554165394;0.424136225;0.602112319;0.554716709;
KNF.N;Knife River Corp;173.3707734;;;;;;;;
KNX.N;Knight-Swift Transportation Holdings Inc;;;;;;;;;
KN.N;Knowles Corp;8.692297633;9.404446492;7.999476645;15.92208704;16.2799076;14.6390575;11.26389883;14.11236154;
KGS.N;Kodiak Gas Services Inc;;;;;;;;;
KOD.OQ;Kodiak Sciences Inc;;;;;;;;;
KSS.N;Kohls Corp;3.136202895;2.920753358;3.068567847;2.296285171;2.490582827;2.34186417;1.958894365;2.011403874;2.129527414
KTB.N;Kontoor Brands Inc;6.15326828;6.006275982;0.9274811;;;;;;
KOP.N;Koppers Holdings Inc;168.9159303;205.819135;235.939728;261.7904704;251.2516798;197.1650288;210.7393024;;
KFY.N;Korn Ferry;0.502816116;0.504641644;0.687513393;0.6814998;0.877868744;1.239887443;7.659433707;7.75709256;
KRRO.OQ;Korro Bio Inc;;;6.572253236;14.67941762;17.39477776;;;;
KOS.N;Kosmos Energy Ltd;12.32096412;19.96306334;53.02269932;26.04880834;123.2809198;71.96148512;71.96148512;71.96148512;
KHC.OQ;Kraft Heinz Co;18.94604493;20.63819983;22.62604545;25.99415462;27.05443733;27.21629084;28.22053232;34.15257934;
KTOS.OQ;Kratos Defense and Security Solutions Inc;11.81736598;9.236020781;6.304121166;6.078873373;8.737827551;15.15998491;15.92078861;;
DNUT.O;Krispy Kreme Inc;25.71729618;;;;;;;;
KR.N;Kroger Co;15.75564219;16.70477489;15.63894021;19.99842173;19.09488123;22.75606137;23.88075813;22.80799417;23.09502605
KRYS.OQ;Krystal Biotech Inc;;;;;;;;;
KLIC.OQ;Kulicke and Soffa Industries Inc;0.241091499;0.389217611;0.050595658;0.038700316;;;;;
KURA.O;Kura Oncology Inc;;;;;;;;;
KRUS.OQ;Kura Sushi USA Inc;22.60157831;25.7173298;26.29593678;21.28198119;15.58242505;;;;
KYMR.OQ;Kymera Therapeutics Inc;6.122661092;6.572253236;14.67941762;;;;;;
KD.N;Kyndryl Holdings Inc;2.173146952;;3.787045664;;;;;;
LHX.N;L3Harris Technologies Inc;4.225940687;2.686033457;3.495767836;8.780740581;0.526382878;0.542706662;37.39987001;35.37968221;
LZB.N;La-Z-Boy Inc;16.78279412;12.80671755;13.59961712;15.92446399;4.150338031;11.27054581;13.68448232;21.08937309;
LH.N;Labcorp Holdings Inc;9.997781781;10.39470501;11.49908788;14.23893101;14.21347521;6.704986418;7.983863243;18.50443198;
LADR.N;Ladder Capital Corp;12.89894977;13.90688477;15.90113068;19.11637364;7.094595601;7.603355235;11.18447147;12.76934747;
LKFN.OQ;Lakeland Financial Corp;12.47970583;7.944634007;6.283575867;1.358303465;1.739041406;1.803076269;1.572066181;1.564372333;
LRCX.OQ;Lam Research Corp;25.13481263;25.13484646;19.69117064;23.16257988;8.215933626;2.474948538;3.304697503;4.356518204;3.959263113
LAMR.OQ;Lamar Advertising Co;6.855345912;7.893120657;8.156014645;8.156014645;9.077912072;9.076108227;9.075650049;9.62315893;
LW.N;Lamb Weston Holdings Inc;135.1352802;151.6426489;147.2721759;34.31175431;35.64274981;35.80327925;;;
LANC.OQ;Lancaster Colony Corp;31.60196329;31.60201531;31.60195068;31.60201531;53.50246397;54.46206461;53.21352338;50.88690382;51.48480471
LSEA.OQ;Landsea Homes Corp;11.03083258;10.19940941;;;;;;;
LSTR.OQ;Landstar System Inc;0.224589002;0.290520283;34.64254982;35.09331485;35.7547575;36.59336871;37.26423202;37.65545527;
LNTH.OQ;Lantheus Holdings Inc;5.283073713;5.283077789;8.73973095;9.485926423;10.05167842;11.20660218;12.93462127;14.35823341;
LRMR.OQ;Larimar Therapeutics Inc;;;;;;;;;
LVS.N;Las Vegas Sands Corp;14.19489051;9.080302315;17.17687075;15.54646656;18.39238109;19.63945632;22.54121196;20.95769346;
LSCC.OQ;Lattice Semiconductor Corp;0.549703493;0.558868447;13.37841811;24.81606957;39.90817725;39.90817725;17.49101729;17.66627663;
LAUR.OQ;Laureate Education Inc;8.893401845;5.820952272;5.927860762;17.50612168;19.10638507;8.972179554;7.467474486;;
LAZ.N;Lazard Inc;0.441068788;0.450423629;0.478034834;0.590909142;0.574812202;0.534173035;0.633101653;0.744511032;0.795882563
LCII.N;LCI Industries;10.24477928;15.43321302;9.921042948;25.53662841;25.34144499;25.54137533;24.48612473;24.7926663;
LEA.N;Lear Corp;3.759615154;4.238362465;5.120999677;5.060700747;5.289027591;6.481311379;5.92204811;3.42757833;
LZ.OQ;LegalZoom.com Inc;2.16176002;2.230719041;;;;;;;
LEG.N;Leggett & Platt Inc;9.891591681;9.721599113;9.650628447;9.444517731;36.02612293;54.0422315;51.21000384;71.09383125;152.0636802
LDOS.N;Leidos Holdings Inc;2.968697678;3.028624868;0.245898684;0.247890916;0.253883972;0.36660514;0.613752122;;
LMAT.OQ;LeMaitre Vascular Inc;9.475979907;9.601881822;9.327121117;9.397759499;9.40466266;10.39896177;11.92191115;;
LMND.N;Lemonade Inc;0.615497467;0.580925039;0.597715312;0.662333041;;;;;
LC.N;LendingClub Corp;1.707912225;1.587140722;1.824656308;1.749851177;7.287146486;5.855505421;5.671534496;5.516373277;4.371100457
TREE.OQ;Lendingtree Inc;2.054966204;2.056153037;1.507868943;2.066450692;1.951510148;2.206546835;5.653676197;2.204827474;
LEN.N;Lennar Corp;0.312286537;9.76612721;7.618506225;9.281597705;11.10003961;14.16945136;17.77963852;22.11903438;
LENb.N;Lennar Corp;0.312286537;9.76612721;7.618506225;9.281597705;11.10003961;14.16945136;17.77963852;22.11903438;
LII.N;Lennox International Inc;29.4983469;27.81717174;22.85545252;25.18911536;24.41772445;23.28367538;21.96836555;19.32283555;
LENZ.O;LENZ Therapeutics Inc;;;;;;;;;
DRS.OQ;Leonardo DRS Inc;79.13367991;;;;;;;;
LESL.OQ;Leslie's Inc;2.832048754;6.061418402;;;;;;;
LXRX.OQ;Lexicon Pharmaceuticals Inc;17.02441279;18.66134693;18.90457006;18.64322798;19.19073478;19.60839671;21.0518817;19.3946612;
LGIH.OQ;LGI Homes Inc;13.51222676;11.03081627;10.19936954;7.942471696;9.694105659;11.70898735;15.36764208;19.46611862;
LBRDA.OQ;Liberty Broadband Corp;35.10211126;30.37601407;30.62629564;25.42049953;22.30680745;5.641307646;5.797080668;5.644117631;5.277382573
LBRDK.OQ;Liberty Broadband Corp;35.10211126;30.37601407;30.62629564;25.42049953;22.30680745;5.641307646;5.797080668;5.644117631;5.277382573
LBRT.N;Liberty Energy Inc;577.6313553;414.9140236;405.173213;55.32740554;;;;;
LBTYA.OQ;Liberty Global Ltd;;;;;;;;;
LBTYK.OQ;Liberty Global Ltd;;;;;;;;;
LILA.OQ;Liberty Latin America Ltd;4.277792777;2.131485726;5.467914196;5.225119136;4.788619597;4.750498717;;;
LILAK.OQ;Liberty Latin America Ltd;4.277792777;2.131485726;5.467914196;5.225119136;4.788619597;4.750498717;;;
FWONA.OQ;Liberty Media Corp;;;;;;;;;
FWONK.OQ;Liberty Media Corp;;;;;;;;;
LLYVA.OQ;Liberty Media Corp;;;;;;;;;
LLYVK.OQ;Liberty Media Corp;;;;;;;;;
LTH.N;Life Time Group Holdings Inc;58.17805724;;;;;;;;
LIF.OQ;Life360 Inc;0.026372956;0.022824694;0.020652978;0.030841405;;;;;
LFST.OQ;Lifestance Health Group Inc;10.92930745;10.66420254;;;;;;;
LGND.OQ;Ligand Pharmaceuticals Inc;6.122661092;6.572253236;14.67941762;17.39477776;19.19073478;19.90230017;20.02097431;32.64461584;
LNW.OQ;Light & Wonder Inc;8.77534496;7.705371281;14.03077903;10.09381813;11.14404094;11.38126377;13.72161263;15.51294473;
LWLG.O;Lightwave Logic Inc;0.866132985;;;;;;;;
LMB.O;Limbach Holdings Inc;54.82816767;58.66906766;5.850317552;6.169584374;;;;;
LMNR.OQ;Limoneira Co;34.26234392;209.934855;229.1834539;200.8843949;189.8235199;168.6901335;;;
LINC.OQ;Lincoln Educational Services Corp;9.45978146;9.370316623;8.304614863;7.772840614;6.528158994;;;;
LECO.OQ;Lincoln Electric Holdings Inc;17.80251568;17.16756643;20.63945168;23.53366595;27.23568136;27.2135179;27.67150822;28.50510945;
LNC.N;Lincoln National Corp;0.185157581;0.157689518;0.099375975;0.100358966;0.183716783;0.176477342;0.205169901;0.198855189;0.277440141
LIND.OQ;Lindblad Expeditions Holdings Inc;840.1839806;713.8096517;586.7867427;497.8000861;535.0409673;571.4987227;618.0351791;;
LIN.OQ;Linde PLC;503.9263877;530.0230572;596.3733803;583.1443956;653.8150445;776.5451664;792.4814885;760.857461;
LNN.N;Lindsay Corp;12.02265078;14.8459812;20.15896423;27.66921785;24.82275604;28.79643872;32.80160022;37.73997935;
LINE.OQ;Lineage Inc;;;;;;;;;
LGFa.N;Lions Gate Entertainment Corp;4.200191286;3.663414723;4.137093229;3.930509175;3.633907639;3.093936194;2.138141262;20.61392602;2.356897184
LGFb.N;Lions Gate Entertainment Corp;4.200191286;3.663414723;4.137093229;3.930509175;3.633907639;3.093936194;2.138141262;20.61392602;2.356897184
LQDA.OQ;Liquidia Corp;5.740965295;6.122661092;6.572225113;14.67937792;17.39477776;;;;
LQDT.OQ;Liquidity Services Inc;20.88867542;20.65665055;21.40302626;21.39962108;;;;;
LAD.N;Lithia Motors Inc;1.452756157;1.154973129;1.543701378;1.736409763;41.25656528;51.51043068;36.49323084;45.00163573;
LFUS.OQ;Littelfuse Inc;12.97664983;17.29000495;18.72870834;18.68043379;9.216504824;9.438045141;9.617353536;9.948561317;
LIVN.OQ;LivaNova PLC;13.31852301;12.99883134;13.80264835;10.03900798;9.698561825;11.79336144;15.17269942;;
LYV.N;Live Nation Entertainment Inc;7.423649748;11.82765991;12.95104463;12.00781142;16.0039447;68.1334072;63.89429808;66.99101397;
LOB.N;Live Oak Bancshares Inc;5.430553849;4.650861839;1.58346518;1.97138683;1.882051745;1.112740368;1.52595352;;
RAMP.N;Liveramp Holdings Inc;3.694812684;3.774185704;4.250372677;5.746545686;7.830293409;28.63679874;36.44888296;7.006289678;8.505575689
LKQ.OQ;LKQ Corp;21.84977333;21.84977333;20.01398174;13.18206561;14.81164125;50.30132043;51.51043068;52.48909963;53.01503846
LOAR.N;Loar Holdings Inc;;;;;;;;;
LMT.N;Lockheed Martin Corp;4.806362148;4.439323429;4.476513043;5.105363472;5.422454522;5.835128102;4.84561218;5.758806986;
L.N;Loews Corp;5.138636781;5.605241231;3.716721452;3.718746362;2.989239756;2.948173909;86.27911561;65.10388539;59.04383937
LGTY.OQ;Logility Supply Chain Solutions Inc;1.176375712;1.042843721;1.293037035;1.778324974;2.196640189;2.380968596;;;
LBPH.O^L24;Longboard Pharmaceuticals Inc;;;;;;;;;
LPX.N;Louisiana-Pacific Corp;53.82848988;53.82848988;52.98978289;79.61650688;106.0606061;36.0087637;33.40211501;33.28665644;33.17119786
LOVE.OQ;Lovesac Co;0.302528183;0.286027388;12.61720333;10.15082786;10.65012395;;;;
LOW.N;Lowe's Companies Inc;4.539272727;5.669933145;7.50522537;6.797697345;6.903175505;6.145577311;5.984832583;6.536790993;
LPLA.OQ;LPL Financial Holdings Inc;0.175448183;0.210987679;0.207097165;0.259739983;0.889748229;0.940618126;0.755218236;0.811476291;
LXU.N;LSB Industries Inc;235.6743654;299.0677882;234.2219478;246.6733968;202.3833089;262.7931836;;;
LYTS.OQ;LSI Industries Inc;11.15621857;;37.97329306;35.24176201;33.32814042;;;;
LTC.N;LTC Properties Inc;16.36997908;12.10281722;10.19547098;8.816814684;12.88262007;9.282077803;9.276840635;9.664561624;
LCID.OQ;Lucid Group Inc;10.37240155;10.6528643;;;;;;;
LULU.OQ;Lululemon Athletica Inc;0.482089928;0.624938066;0.702427304;0.722489606;0.962193753;1.09392299;0.690157619;0.785237534;0.975794188
LUMN.N;Lumen Technologies Inc;9.949968532;9.715409153;7.758125724;7.486101221;12.2996116;13.36639103;16;14.38100559;
LITE.OQ;Lumentum Holdings Inc;5.616864743;3.694966717;4.508262566;3.425473609;4.519900339;8.551317891;8.551317891;17.49101729;17.66627663
LAZR.OQ;Luminar Technologies Inc;16.63267948;8.965867567;;;;;;;
LXFR.N;Luxfer Holdings PLC;193.0553328;166.637931;192.1906802;24.32112151;;;;;
LXP.N;LXP Industrial Trust;8.207286167;14.33327851;9.977253205;12.23593548;11.232762;8.716067274;10.23506165;9.034873057;
